,path,height,width,frames,class,label,source,quality,name,original
32,manipulated_sequences/Face2Face/c23/videos/284_263.mp4,1080,1920,300,manipulated_sequences,True,Face2Face,c23,284_263,8095
33,manipulated_sequences/Face2Face/c23/videos/288_321.mp4,480,640,567,manipulated_sequences,True,Face2Face,c23,288_321,8117
34,manipulated_sequences/Face2Face/c23/videos/321_288.mp4,480,640,543,manipulated_sequences,True,Face2Face,c23,321_288,8170
35,manipulated_sequences/Face2Face/c23/videos/337_522.mp4,480,640,713,manipulated_sequences,True,Face2Face,c23,337_522,8174
36,manipulated_sequences/Face2Face/c23/videos/339_392.mp4,480,640,1496,manipulated_sequences,True,Face2Face,c23,339_392,8165
37,manipulated_sequences/Face2Face/c23/videos/360_437.mp4,720,1280,593,manipulated_sequences,True,Face2Face,c23,360_437,8173
38,manipulated_sequences/Face2Face/c23/videos/392_339.mp4,720,1280,457,manipulated_sequences,True,Face2Face,c23,392_339,8166
39,manipulated_sequences/Face2Face/c23/videos/396_272.mp4,720,1280,323,manipulated_sequences,True,Face2Face,c23,396_272,8169
40,manipulated_sequences/Face2Face/c23/videos/420_257.mp4,480,576,763,manipulated_sequences,True,Face2Face,c23,420_257,8171
41,manipulated_sequences/Face2Face/c23/videos/434_438.mp4,480,832,542,manipulated_sequences,True,Face2Face,c23,434_438,8175
42,manipulated_sequences/Face2Face/c23/videos/435_456.mp4,480,640,608,manipulated_sequences,True,Face2Face,c23,435_456,8124
43,manipulated_sequences/Face2Face/c23/videos/437_360.mp4,720,1280,385,manipulated_sequences,True,Face2Face,c23,437_360,8129
44,manipulated_sequences/Face2Face/c23/videos/438_434.mp4,480,640,337,manipulated_sequences,True,Face2Face,c23,438_434,8145
45,manipulated_sequences/Face2Face/c23/videos/439_441.mp4,480,640,305,manipulated_sequences,True,Face2Face,c23,439_441,8132
46,manipulated_sequences/Face2Face/c23/videos/441_439.mp4,480,640,462,manipulated_sequences,True,Face2Face,c23,441_439,8133
47,manipulated_sequences/Face2Face/c23/videos/456_435.mp4,720,1280,476,manipulated_sequences,True,Face2Face,c23,456_435,8125
48,manipulated_sequences/Face2Face/c23/videos/522_337.mp4,480,576,331,manipulated_sequences,True,Face2Face,c23,522_337,8138
49,manipulated_sequences/Face2Face/c23/videos/529_633.mp4,1080,1920,512,manipulated_sequences,True,Face2Face,c23,529_633,8115
50,manipulated_sequences/Face2Face/c23/videos/554_572.mp4,720,1280,347,manipulated_sequences,True,Face2Face,c23,554_572,8134
51,manipulated_sequences/Face2Face/c23/videos/556_588.mp4,480,640,544,manipulated_sequences,True,Face2Face,c23,556_588,8143
52,manipulated_sequences/Face2Face/c23/videos/565_589.mp4,480,640,686,manipulated_sequences,True,Face2Face,c23,565_589,8146
53,manipulated_sequences/Face2Face/c23/videos/572_554.mp4,720,1280,828,manipulated_sequences,True,Face2Face,c23,572_554,8135
54,manipulated_sequences/Face2Face/c23/videos/588_556.mp4,480,832,372,manipulated_sequences,True,Face2Face,c23,588_556,8144
55,manipulated_sequences/Face2Face/c23/videos/589_565.mp4,480,640,430,manipulated_sequences,True,Face2Face,c23,589_565,8147
56,manipulated_sequences/Face2Face/c23/videos/607_683.mp4,1080,1920,302,manipulated_sequences,True,Face2Face,c23,607_683,8110
57,manipulated_sequences/Face2Face/c23/videos/633_529.mp4,720,1280,335,manipulated_sequences,True,Face2Face,c23,633_529,8116
58,manipulated_sequences/Face2Face/c23/videos/644_657.mp4,480,832,546,manipulated_sequences,True,Face2Face,c23,644_657,8100
59,manipulated_sequences/Face2Face/c23/videos/648_654.mp4,720,1280,410,manipulated_sequences,True,Face2Face,c23,648_654,8096
60,manipulated_sequences/Face2Face/c23/videos/651_835.mp4,720,1280,426,manipulated_sequences,True,Face2Face,c23,651_835,8130
61,manipulated_sequences/Face2Face/c23/videos/654_648.mp4,480,640,471,manipulated_sequences,True,Face2Face,c23,654_648,8097
62,manipulated_sequences/Face2Face/c23/videos/657_644.mp4,480,640,413,manipulated_sequences,True,Face2Face,c23,657_644,8101
63,manipulated_sequences/Face2Face/c23/videos/671_677.mp4,720,1280,314,manipulated_sequences,True,Face2Face,c23,671_677,8139
64,manipulated_sequences/Face2Face/c23/videos/672_720.mp4,720,1280,564,manipulated_sequences,True,Face2Face,c23,672_720,8073
65,manipulated_sequences/Face2Face/c23/videos/677_671.mp4,720,1280,343,manipulated_sequences,True,Face2Face,c23,677_671,8140
66,manipulated_sequences/Face2Face/c23/videos/683_607.mp4,1080,1920,454,manipulated_sequences,True,Face2Face,c23,683_607,8109
67,manipulated_sequences/Face2Face/c23/videos/712_716.mp4,720,1280,628,manipulated_sequences,True,Face2Face,c23,712_716,8098
68,manipulated_sequences/Face2Face/c23/videos/716_712.mp4,480,576,550,manipulated_sequences,True,Face2Face,c23,716_712,8099
69,manipulated_sequences/Face2Face/c23/videos/720_672.mp4,480,640,541,manipulated_sequences,True,Face2Face,c23,720_672,8074
70,manipulated_sequences/Face2Face/c23/videos/779_794.mp4,720,1280,879,manipulated_sequences,True,Face2Face,c23,779_794,8141
71,manipulated_sequences/Face2Face/c23/videos/794_779.mp4,720,1280,306,manipulated_sequences,True,Face2Face,c23,794_779,8142
72,manipulated_sequences/Face2Face/c23/videos/811_920.mp4,720,1280,371,manipulated_sequences,True,Face2Face,c23,811_920,8107
73,manipulated_sequences/Face2Face/c23/videos/828_830.mp4,480,640,511,manipulated_sequences,True,Face2Face,c23,828_830,8077
74,manipulated_sequences/Face2Face/c23/videos/830_828.mp4,480,576,319,manipulated_sequences,True,Face2Face,c23,830_828,8078
75,manipulated_sequences/Face2Face/c23/videos/835_651.mp4,1080,1920,380,manipulated_sequences,True,Face2Face,c23,835_651,8131
76,manipulated_sequences/Face2Face/c23/videos/866_878.mp4,1080,1920,736,manipulated_sequences,True,Face2Face,c23,866_878,8075
77,manipulated_sequences/Face2Face/c23/videos/878_866.mp4,720,1280,509,manipulated_sequences,True,Face2Face,c23,878_866,8076
78,manipulated_sequences/Face2Face/c23/videos/896_128.mp4,480,640,735,manipulated_sequences,True,Face2Face,c23,896_128,8136
79,manipulated_sequences/Face2Face/c23/videos/897_969.mp4,480,640,356,manipulated_sequences,True,Face2Face,c23,897_969,8148
80,manipulated_sequences/Face2Face/c23/videos/904_046.mp4,1080,1920,504,manipulated_sequences,True,Face2Face,c23,904_046,8120
81,manipulated_sequences/Face2Face/c23/videos/917_924.mp4,480,640,1248,manipulated_sequences,True,Face2Face,c23,917_924,8092
82,manipulated_sequences/Face2Face/c23/videos/920_811.mp4,1080,1920,542,manipulated_sequences,True,Face2Face,c23,920_811,8108
83,manipulated_sequences/Face2Face/c23/videos/924_917.mp4,480,576,448,manipulated_sequences,True,Face2Face,c23,924_917,8093
84,manipulated_sequences/Face2Face/c23/videos/942_943.mp4,720,1280,470,manipulated_sequences,True,Face2Face,c23,942_943,8089
85,manipulated_sequences/Face2Face/c23/videos/943_942.mp4,720,1280,495,manipulated_sequences,True,Face2Face,c23,943_942,8158
86,manipulated_sequences/Face2Face/c23/videos/945_044.mp4,720,1280,335,manipulated_sequences,True,Face2Face,c23,945_044,8085
87,manipulated_sequences/Face2Face/c23/videos/953_974.mp4,720,1280,318,manipulated_sequences,True,Face2Face,c23,953_974,8162
88,manipulated_sequences/Face2Face/c23/videos/969_897.mp4,480,640,333,manipulated_sequences,True,Face2Face,c23,969_897,8176
89,manipulated_sequences/Face2Face/c23/videos/974_953.mp4,480,576,351,manipulated_sequences,True,Face2Face,c23,974_953,8172
90,manipulated_sequences/Face2Face/c23/videos/980_992.mp4,480,640,718,manipulated_sequences,True,Face2Face,c23,980_992,8168
91,manipulated_sequences/Face2Face/c23/videos/986_994.mp4,720,1280,316,manipulated_sequences,True,Face2Face,c23,986_994,8167
92,manipulated_sequences/Face2Face/c23/videos/992_980.mp4,480,576,383,manipulated_sequences,True,Face2Face,c23,992_980,8163
93,manipulated_sequences/Face2Face/c23/videos/994_986.mp4,480,640,828,manipulated_sequences,True,Face2Face,c23,994_986,8164
94,manipulated_sequences/Face2Face/c23/videos/183_253.mp4,720,1280,501,manipulated_sequences,True,Face2Face,c23,183_253,8071
95,manipulated_sequences/Face2Face/c23/videos/585_599.mp4,720,1280,398,manipulated_sequences,True,Face2Face,c23,585_599,9067
96,manipulated_sequences/Face2Face/c23/videos/599_585.mp4,720,1280,359,manipulated_sequences,True,Face2Face,c23,599_585,8068
97,manipulated_sequences/Face2Face/c23/videos/469_481.mp4,480,832,414,manipulated_sequences,True,Face2Face,c23,469_481,8069
98,manipulated_sequences/Face2Face/c23/videos/481_469.mp4,720,1280,414,manipulated_sequences,True,Face2Face,c23,481_469,8070
99,manipulated_sequences/Face2Face/c23/videos/882_952.mp4,1080,1920,700,manipulated_sequences,True,Face2Face,c23,882_952,8151
100,manipulated_sequences/Face2Face/c23/videos/952_882.mp4,720,1280,333,manipulated_sequences,True,Face2Face,c23,952_882,8161
101,manipulated_sequences/Face2Face/c23/videos/947_951.mp4,720,1280,1176,manipulated_sequences,True,Face2Face,c23,947_951,8159
102,manipulated_sequences/Face2Face/c23/videos/951_947.mp4,720,1280,641,manipulated_sequences,True,Face2Face,c23,951_947,8160
103,manipulated_sequences/Face2Face/c23/videos/771_849.mp4,480,640,322,manipulated_sequences,True,Face2Face,c23,771_849,8152
104,manipulated_sequences/Face2Face/c23/videos/849_771.mp4,480,640,634,manipulated_sequences,True,Face2Face,c23,849_771,8153
105,manipulated_sequences/Face2Face/c23/videos/189_200.mp4,480,640,719,manipulated_sequences,True,Face2Face,c23,189_200,8154
106,manipulated_sequences/Face2Face/c23/videos/200_189.mp4,480,832,512,manipulated_sequences,True,Face2Face,c23,200_189,8155
107,manipulated_sequences/Face2Face/c23/videos/468_470.mp4,480,576,905,manipulated_sequences,True,Face2Face,c23,468_470,8156
108,manipulated_sequences/Face2Face/c23/videos/470_468.mp4,480,640,597,manipulated_sequences,True,Face2Face,c23,470_468,8157
109,manipulated_sequences/Face2Face/c23/videos/376_381.mp4,720,1280,578,manipulated_sequences,True,Face2Face,c23,376_381,8177
110,manipulated_sequences/Face2Face/c23/videos/381_376.mp4,480,640,515,manipulated_sequences,True,Face2Face,c23,381_376,8178
111,manipulated_sequences/Face2Face/c23/videos/876_891.mp4,720,1280,296,manipulated_sequences,True,Face2Face,c23,876_891,8179
112,manipulated_sequences/Face2Face/c23/videos/891_876.mp4,720,1280,313,manipulated_sequences,True,Face2Face,c23,891_876,8180
113,manipulated_sequences/Face2Face/c23/videos/990_008.mp4,480,832,637,manipulated_sequences,True,Face2Face,c23,990_008,8181
114,manipulated_sequences/Face2Face/c23/videos/008_990.mp4,480,640,305,manipulated_sequences,True,Face2Face,c23,008_990,8182
115,manipulated_sequences/Face2Face/c23/videos/479_706.mp4,1080,1920,328,manipulated_sequences,True,Face2Face,c23,479_706,8183
116,manipulated_sequences/Face2Face/c23/videos/706_479.mp4,1080,1920,488,manipulated_sequences,True,Face2Face,c23,706_479,8184
117,manipulated_sequences/Face2Face/c23/videos/611_760.mp4,480,640,306,manipulated_sequences,True,Face2Face,c23,611_760,8185
118,manipulated_sequences/Face2Face/c23/videos/760_611.mp4,480,832,645,manipulated_sequences,True,Face2Face,c23,760_611,8186
119,manipulated_sequences/Face2Face/c23/videos/399_488.mp4,720,1280,518,manipulated_sequences,True,Face2Face,c23,399_488,8187
120,manipulated_sequences/Face2Face/c23/videos/488_399.mp4,480,832,862,manipulated_sequences,True,Face2Face,c23,488_399,8188
121,manipulated_sequences/Face2Face/c23/videos/096_101.mp4,1080,1920,1148,manipulated_sequences,True,Face2Face,c23,096_101,8189
122,manipulated_sequences/Face2Face/c23/videos/101_096.mp4,480,832,504,manipulated_sequences,True,Face2Face,c23,101_096,8190
123,manipulated_sequences/Face2Face/c23/videos/520_542.mp4,720,1280,320,manipulated_sequences,True,Face2Face,c23,520_542,8191
124,manipulated_sequences/Face2Face/c23/videos/542_520.mp4,720,1280,350,manipulated_sequences,True,Face2Face,c23,542_520,8192
125,manipulated_sequences/Face2Face/c23/videos/228_289.mp4,480,832,597,manipulated_sequences,True,Face2Face,c23,228_289,8193
126,manipulated_sequences/Face2Face/c23/videos/289_228.mp4,480,704,556,manipulated_sequences,True,Face2Face,c23,289_228,8194
127,manipulated_sequences/Face2Face/c23/videos/623_630.mp4,480,640,423,manipulated_sequences,True,Face2Face,c23,623_630,8195
128,manipulated_sequences/Face2Face/c23/videos/630_623.mp4,480,640,352,manipulated_sequences,True,Face2Face,c23,630_623,8196
129,manipulated_sequences/Face2Face/c23/videos/645_688.mp4,1080,1920,571,manipulated_sequences,True,Face2Face,c23,645_688,8197
130,manipulated_sequences/Face2Face/c23/videos/688_645.mp4,720,1280,554,manipulated_sequences,True,Face2Face,c23,688_645,8198
131,manipulated_sequences/Face2Face/c23/videos/938_987.mp4,480,640,575,manipulated_sequences,True,Face2Face,c23,938_987,8199
132,manipulated_sequences/Face2Face/c23/videos/987_938.mp4,480,576,369,manipulated_sequences,True,Face2Face,c23,987_938,8200
133,manipulated_sequences/Face2Face/c23/videos/054_071.mp4,480,640,453,manipulated_sequences,True,Face2Face,c23,054_071,8201
134,manipulated_sequences/Face2Face/c23/videos/071_054.mp4,480,640,368,manipulated_sequences,True,Face2Face,c23,071_054,8202
135,manipulated_sequences/Face2Face/c23/videos/661_670.mp4,720,1280,481,manipulated_sequences,True,Face2Face,c23,661_670,8203
136,manipulated_sequences/Face2Face/c23/videos/670_661.mp4,480,640,513,manipulated_sequences,True,Face2Face,c23,670_661,8204
137,manipulated_sequences/Face2Face/c23/videos/966_988.mp4,480,640,455,manipulated_sequences,True,Face2Face,c23,966_988,8205
138,manipulated_sequences/Face2Face/c23/videos/988_966.mp4,480,576,364,manipulated_sequences,True,Face2Face,c23,988_966,8206
139,manipulated_sequences/Face2Face/c23/videos/892_112.mp4,1080,1920,418,manipulated_sequences,True,Face2Face,c23,892_112,8207
140,manipulated_sequences/Face2Face/c23/videos/112_892.mp4,1080,1920,311,manipulated_sequences,True,Face2Face,c23,112_892,8208
141,manipulated_sequences/Face2Face/c23/videos/786_819.mp4,1080,1920,927,manipulated_sequences,True,Face2Face,c23,786_819,8209
142,manipulated_sequences/Face2Face/c23/videos/819_786.mp4,1080,1920,520,manipulated_sequences,True,Face2Face,c23,819_786,8210
143,manipulated_sequences/Face2Face/c23/videos/817_827.mp4,720,1280,311,manipulated_sequences,True,Face2Face,c23,817_827,8211
144,manipulated_sequences/Face2Face/c23/videos/827_817.mp4,480,640,419,manipulated_sequences,True,Face2Face,c23,827_817,8212
145,manipulated_sequences/Face2Face/c23/videos/324_356.mp4,480,640,558,manipulated_sequences,True,Face2Face,c23,324_356,8213
146,manipulated_sequences/Face2Face/c23/videos/356_324.mp4,720,1280,1249,manipulated_sequences,True,Face2Face,c23,356_324,8214
147,manipulated_sequences/Face2Face/c23/videos/251_375.mp4,1080,1920,353,manipulated_sequences,True,Face2Face,c23,251_375,8215
148,manipulated_sequences/Face2Face/c23/videos/375_251.mp4,720,1280,346,manipulated_sequences,True,Face2Face,c23,375_251,8216
149,manipulated_sequences/Face2Face/c23/videos/614_616.mp4,720,1280,663,manipulated_sequences,True,Face2Face,c23,614_616,8217
150,manipulated_sequences/Face2Face/c23/videos/616_614.mp4,480,640,507,manipulated_sequences,True,Face2Face,c23,616_614,8218
151,manipulated_sequences/Face2Face/c23/videos/292_294.mp4,720,1280,604,manipulated_sequences,True,Face2Face,c23,292_294,8219
152,manipulated_sequences/Face2Face/c23/videos/294_292.mp4,720,1280,425,manipulated_sequences,True,Face2Face,c23,294_292,8220
153,manipulated_sequences/Face2Face/c23/videos/009_027.mp4,480,640,315,manipulated_sequences,True,Face2Face,c23,009_027,8221
154,manipulated_sequences/Face2Face/c23/videos/027_009.mp4,480,640,588,manipulated_sequences,True,Face2Face,c23,027_009,8222
155,manipulated_sequences/Face2Face/c23/videos/834_852.mp4,480,704,427,manipulated_sequences,True,Face2Face,c23,834_852,8223
156,manipulated_sequences/Face2Face/c23/videos/852_834.mp4,480,640,303,manipulated_sequences,True,Face2Face,c23,852_834,8224
157,manipulated_sequences/Face2Face/c23/videos/550_452.mp4,480,640,606,manipulated_sequences,True,Face2Face,c23,550_452,8225
158,manipulated_sequences/Face2Face/c23/videos/452_550.mp4,480,640,444,manipulated_sequences,True,Face2Face,c23,452_550,8226
159,manipulated_sequences/Face2Face/c23/videos/919_015.mp4,480,640,437,manipulated_sequences,True,Face2Face,c23,919_015,8227
160,manipulated_sequences/Face2Face/c23/videos/015_919.mp4,480,640,534,manipulated_sequences,True,Face2Face,c23,015_919,8228
161,manipulated_sequences/Face2Face/c23/videos/664_668.mp4,720,1280,398,manipulated_sequences,True,Face2Face,c23,664_668,8229
162,manipulated_sequences/Face2Face/c23/videos/668_664.mp4,480,640,293,manipulated_sequences,True,Face2Face,c23,668_664,8230
163,manipulated_sequences/Face2Face/c23/videos/060_088.mp4,480,576,665,manipulated_sequences,True,Face2Face,c23,060_088,8231
164,manipulated_sequences/Face2Face/c23/videos/088_060.mp4,480,640,844,manipulated_sequences,True,Face2Face,c23,088_060,8232
165,manipulated_sequences/Face2Face/c23/videos/264_271.mp4,480,832,490,manipulated_sequences,True,Face2Face,c23,264_271,8233
166,manipulated_sequences/Face2Face/c23/videos/271_264.mp4,480,640,455,manipulated_sequences,True,Face2Face,c23,271_264,8234
167,manipulated_sequences/Face2Face/c23/videos/981_985.mp4,480,576,343,manipulated_sequences,True,Face2Face,c23,981_985,8235
168,manipulated_sequences/Face2Face/c23/videos/985_981.mp4,480,640,372,manipulated_sequences,True,Face2Face,c23,985_981,8236
169,manipulated_sequences/Face2Face/c23/videos/178_598.mp4,480,640,686,manipulated_sequences,True,Face2Face,c23,178_598,8237
170,manipulated_sequences/Face2Face/c23/videos/598_178.mp4,480,640,521,manipulated_sequences,True,Face2Face,c23,598_178,8238
171,manipulated_sequences/Face2Face/c23/videos/596_609.mp4,480,576,489,manipulated_sequences,True,Face2Face,c23,596_609,8239
172,manipulated_sequences/Face2Face/c23/videos/609_596.mp4,480,576,557,manipulated_sequences,True,Face2Face,c23,609_596,8240
173,manipulated_sequences/Face2Face/c23/videos/719_737.mp4,480,640,369,manipulated_sequences,True,Face2Face,c23,719_737,8241
174,manipulated_sequences/Face2Face/c23/videos/737_719.mp4,480,640,402,manipulated_sequences,True,Face2Face,c23,737_719,8242
175,manipulated_sequences/Face2Face/c23/videos/853_863.mp4,720,1280,513,manipulated_sequences,True,Face2Face,c23,853_863,8243
176,manipulated_sequences/Face2Face/c23/videos/863_853.mp4,720,1280,616,manipulated_sequences,True,Face2Face,c23,863_853,8244
177,manipulated_sequences/Face2Face/c23/videos/944_032.mp4,480,704,310,manipulated_sequences,True,Face2Face,c23,944_032,8245
178,manipulated_sequences/Face2Face/c23/videos/032_944.mp4,720,1280,342,manipulated_sequences,True,Face2Face,c23,032_944,8246
179,manipulated_sequences/Face2Face/c23/videos/948_965.mp4,1080,1920,348,manipulated_sequences,True,Face2Face,c23,948_965,8247
180,manipulated_sequences/Face2Face/c23/videos/965_948.mp4,1080,1920,434,manipulated_sequences,True,Face2Face,c23,965_948,8248
181,manipulated_sequences/Face2Face/c23/videos/649_816.mp4,720,1280,411,manipulated_sequences,True,Face2Face,c23,649_816,8249
182,manipulated_sequences/Face2Face/c23/videos/816_649.mp4,480,640,930,manipulated_sequences,True,Face2Face,c23,816_649,8250
183,manipulated_sequences/Face2Face/c23/videos/665_679.mp4,480,640,416,manipulated_sequences,True,Face2Face,c23,665_679,8251
184,manipulated_sequences/Face2Face/c23/videos/679_665.mp4,480,640,324,manipulated_sequences,True,Face2Face,c23,679_665,8252
185,manipulated_sequences/Face2Face/c23/videos/982_004.mp4,480,832,309,manipulated_sequences,True,Face2Face,c23,982_004,8253
186,manipulated_sequences/Face2Face/c23/videos/004_982.mp4,720,1280,845,manipulated_sequences,True,Face2Face,c23,004_982,8254
187,manipulated_sequences/Face2Face/c23/videos/246_258.mp4,720,1280,498,manipulated_sequences,True,Face2Face,c23,246_258,8255
188,manipulated_sequences/Face2Face/c23/videos/258_246.mp4,720,1280,496,manipulated_sequences,True,Face2Face,c23,258_246,8256
189,manipulated_sequences/Face2Face/c23/videos/635_642.mp4,480,832,573,manipulated_sequences,True,Face2Face,c23,635_642,8257
190,manipulated_sequences/Face2Face/c23/videos/642_635.mp4,480,640,764,manipulated_sequences,True,Face2Face,c23,642_635,8258
191,manipulated_sequences/Face2Face/c23/videos/568_628.mp4,480,640,895,manipulated_sequences,True,Face2Face,c23,568_628,8259
192,manipulated_sequences/Face2Face/c23/videos/628_568.mp4,480,640,570,manipulated_sequences,True,Face2Face,c23,628_568,8260
193,manipulated_sequences/Face2Face/c23/videos/615_687.mp4,720,1280,469,manipulated_sequences,True,Face2Face,c23,615_687,8261
194,manipulated_sequences/Face2Face/c23/videos/687_615.mp4,720,1280,452,manipulated_sequences,True,Face2Face,c23,687_615,8262
195,manipulated_sequences/Face2Face/c23/videos/960_999.mp4,720,1280,335,manipulated_sequences,True,Face2Face,c23,960_999,8263
196,manipulated_sequences/Face2Face/c23/videos/999_960.mp4,480,640,345,manipulated_sequences,True,Face2Face,c23,999_960,8264
197,manipulated_sequences/Face2Face/c23/videos/361_448.mp4,720,1280,528,manipulated_sequences,True,Face2Face,c23,361_448,8265
198,manipulated_sequences/Face2Face/c23/videos/448_361.mp4,720,1280,455,manipulated_sequences,True,Face2Face,c23,448_361,8266
199,manipulated_sequences/Face2Face/c23/videos/883_013.mp4,720,960,332,manipulated_sequences,True,Face2Face,c23,883_013,8267
200,manipulated_sequences/Face2Face/c23/videos/013_883.mp4,480,640,433,manipulated_sequences,True,Face2Face,c23,013_883,8268
201,manipulated_sequences/Face2Face/c23/videos/638_640.mp4,720,1280,306,manipulated_sequences,True,Face2Face,c23,638_640,8269
202,manipulated_sequences/Face2Face/c23/videos/640_638.mp4,720,1280,698,manipulated_sequences,True,Face2Face,c23,640_638,8270
203,manipulated_sequences/Face2Face/c23/videos/045_889.mp4,1080,1920,329,manipulated_sequences,True,Face2Face,c23,045_889,8271
204,manipulated_sequences/Face2Face/c23/videos/889_045.mp4,1080,1920,350,manipulated_sequences,True,Face2Face,c23,889_045,8272
205,manipulated_sequences/Face2Face/c23/videos/731_741.mp4,480,576,370,manipulated_sequences,True,Face2Face,c23,731_741,8273
206,manipulated_sequences/Face2Face/c23/videos/741_731.mp4,480,640,778,manipulated_sequences,True,Face2Face,c23,741_731,8274
207,manipulated_sequences/Face2Face/c23/videos/106_198.mp4,480,832,392,manipulated_sequences,True,Face2Face,c23,106_198,8275
208,manipulated_sequences/Face2Face/c23/videos/198_106.mp4,480,704,356,manipulated_sequences,True,Face2Face,c23,198_106,8276
209,manipulated_sequences/Face2Face/c23/videos/262_301.mp4,480,576,763,manipulated_sequences,True,Face2Face,c23,262_301,8277
210,manipulated_sequences/Face2Face/c23/videos/301_262.mp4,480,640,397,manipulated_sequences,True,Face2Face,c23,301_262,8278
211,manipulated_sequences/Face2Face/c23/videos/397_602.mp4,1080,1920,667,manipulated_sequences,True,Face2Face,c23,397_602,8279
212,manipulated_sequences/Face2Face/c23/videos/602_397.mp4,1080,1920,355,manipulated_sequences,True,Face2Face,c23,602_397,8280
213,manipulated_sequences/Face2Face/c23/videos/989_993.mp4,480,640,409,manipulated_sequences,True,Face2Face,c23,989_993,8281
214,manipulated_sequences/Face2Face/c23/videos/993_989.mp4,480,640,960,manipulated_sequences,True,Face2Face,c23,993_989,8282
215,manipulated_sequences/Face2Face/c23/videos/536_540.mp4,720,1280,957,manipulated_sequences,True,Face2Face,c23,536_540,8283
